timestamp,track_id,object_class,range_m,azimuth_deg,elevation_deg,ambient_temp_c,surface_temp_c,thermal_contrast_c,heat_signature_area_m2,emissivity_estimate,image_x_px,image_y_px,bbox_width_px,bbox_height_px,noise_equivalent_temp_diff_mk,occlusion,confidence
2026-06-29T12:22:00,3009,person,63.66,-137.91,-1.12,23.12,29.71,6.59,0.85,0.977,119,259,4,5,69.0,partial,0.58
2026-06-29T12:22:00,3002,person,60.59,-162.16,15.66,23.12,32.41,9.29,1.088,0.945,50,211,6,6,46.9,partial,0.59
2026-06-29T12:22:00,3005,unknown,20.52,122.23,-3.33,23.12,21.46,-1.66,2.297,0.674,859,265,39,51,69.8,none,0.48
2026-06-29T12:22:01,3006,animal,83.3,66.15,5.96,23.33,27.55,4.22,0.724,0.93,700,239,4,4,39.4,none,0.58
2026-06-29T12:22:01,3004,person,11.23,134.17,-0.2,23.33,35.19,11.86,0.747,0.966,893,256,23,30,68.6,none,0.91
2026-06-29T12:22:01,3009,person,77.26,-99.74,-5.04,23.33,32.48,9.15,1.135,0.954,228,270,5,7,57.2,none,0.79
2026-06-29T12:22:01,3011,person,78.57,-158.08,9.12,23.33,31.47,8.14,0.639,0.931,62,230,4,4,35.3,none,0.78
2026-06-29T12:22:01,3005,animal,39.01,-140.42,12.36,23.33,27.82,4.49,0.168,0.973,112,220,4,4,35.2,partial,0.61
2026-06-29T12:22:01,3010,vehicle,44.12,33.62,-0.36,23.33,20.83,-2.5,4.223,0.898,607,257,33,29,63.5,none,0.52
2026-06-29T12:22:01,3008,unknown,84.03,-80.44,-5.26,23.33,23.17,-0.16,0.45,0.798,283,270,4,6,54.9,partial,0.35
2026-06-29T12:22:01,3015,vehicle,39.26,-116.91,5.4,23.33,30.13,6.8,5.357,0.805,179,240,47,54,71.6,none,0.71
2026-06-29T12:22:01,3003,person,12.71,-172.49,10.68,23.33,34.02,10.69,0.573,0.984,21,225,15,14,44.1,none,0.93
2026-06-29T12:22:02,3001,person,68.61,-103.98,24.25,23.21,30.86,7.65,0.33,0.942,216,187,4,6,45.5,none,0.65
2026-06-29T12:22:02,3012,drone,45.22,13.56,-1.62,23.21,38.02,14.81,0.238,0.845,550,260,4,4,61.8,none,0.95
2026-06-29T12:22:02,3008,bicycle,44.19,81.03,11.96,23.21,23.12,-0.09,0.513,0.857,742,221,4,6,68.7,none,0.6
2026-06-29T12:22:03,3013,person,51.67,62.17,5.52,23.11,32.54,9.43,0.63,0.973,688,240,4,5,87.5,partial,0.66
2026-06-29T12:22:03,3010,person,86.83,115.57,10.99,23.11,32.45,9.34,0.521,0.943,840,224,4,6,40.6,none,0.71
2026-06-29T12:22:03,3011,person,65.75,-152.29,15.27,23.11,32.44,9.33,1.166,0.976,78,212,6,9,72.3,none,0.68
2026-06-29T12:22:03,3001,unknown,64.16,8.34,12.1,23.11,28.44,5.33,1.161,0.699,535,221,6,8,74.1,none,0.64
2026-06-29T12:22:03,3003,person,14.12,-115.21,12.27,23.11,34.93,11.82,0.709,0.939,184,221,17,22,81.2,none,0.88
2026-06-29T12:22:03,3004,unknown,78.38,91.11,12.46,23.11,20.11,-3.0,1.552,0.704,771,220,6,7,84.6,none,0.53
2026-06-29T12:22:04,3013,drone,55.73,120.07,9.9,22.97,33.75,10.78,0.122,0.718,853,227,4,6,53.9,none,0.84
2026-06-29T12:22:04,3015,bicycle,13.68,171.9,16.36,22.97,25.86,2.89,0.38,0.805,1000,209,9,12,77.8,none,0.67
2026-06-29T12:22:04,3012,person,69.03,157.2,13.18,22.97,29.55,6.58,0.654,0.989,959,218,4,5,54.1,none,0.71
2026-06-29T12:22:04,3010,animal,83.85,157.46,15.34,22.97,30.95,7.98,0.413,0.923,959,212,4,4,35.8,none,0.77
2026-06-29T12:22:04,3007,bicycle,6.25,-149.86,10.01,22.97,24.54,1.57,0.625,0.719,85,227,35,36,56.2,heavy,0.35
2026-06-29T12:22:04,3014,bicycle,30.81,-80.48,23.36,22.97,27.42,4.45,1.286,0.84,283,189,14,24,35.8,none,0.64
2026-06-29T12:22:04,3002,person,34.7,-158.78,6.57,22.97,32.24,9.27,1.123,0.973,60,237,11,13,62.5,partial,0.73
2026-06-29T12:22:04,3004,unknown,43.58,166.53,21.4,22.97,36.3,13.33,0.165,0.904,985,195,4,4,55.2,none,0.89
2026-06-29T12:22:05,3014,vehicle,21.77,167.06,11.1,22.93,45.46,22.53,1.767,0.862,987,224,28,24,77.3,none,0.84
2026-06-29T12:22:05,3002,drone,49.41,83.33,-0.99,22.93,35.94,13.01,0.086,0.701,749,258,4,6,35.2,none,0.95
2026-06-29T12:22:05,3009,person,59.76,10.52,24.07,22.93,31.51,8.58,0.342,0.959,541,187,4,4,84.7,heavy,0.44
2026-06-29T12:22:05,3015,vehicle,64.66,70.02,9.2,22.93,44.92,21.99,5.027,0.836,711,229,27,22,56.4,none,0.87
2026-06-29T12:22:05,3001,bicycle,78.71,119.26,10.87,22.93,19.93,-3.0,0.579,0.738,851,225,4,4,70.3,partial,0.38
2026-06-29T12:22:05,3012,person,2.26,115.21,23.68,22.93,30.28,7.35,0.854,0.964,839,188,132,220,38.8,none,0.75
2026-06-29T12:22:06,3015,unknown,75.38,-133.83,13.8,23.06,20.06,-3.0,2.667,0.898,131,216,12,20,49.5,none,0.54
2026-06-29T12:22:06,3002,person,74.93,-113.54,3.88,23.06,31.57,8.51,0.872,0.98,189,244,4,5,87.4,none,0.7
2026-06-29T12:22:06,3004,person,10.55,57.16,-7.7,23.06,32.27,9.21,0.827,0.951,674,277,27,48,64.9,none,0.74
2026-06-29T12:22:06,3007,person,77.49,-76.53,0.44,23.06,29.67,6.61,0.388,0.977,294,254,4,6,64.7,partial,0.58
2026-06-29T12:22:06,3012,unknown,5.37,115.45,-0.5,23.06,20.52,-2.54,0.567,0.721,840,257,36,42,60.4,partial,0.5
2026-06-29T12:22:06,3010,person,25.2,-84.79,2.31,23.06,31.58,8.52,0.521,0.948,270,249,7,7,52.5,none,0.83
2026-06-29T12:22:06,3001,unknown,56.29,-22.9,3.95,23.06,20.37,-2.69,2.18,0.789,446,244,13,21,40.7,partial,0.39
2026-06-29T12:22:06,3013,person,46.95,-151.36,7.39,23.06,29.47,6.41,0.42,0.931,81,234,4,6,35.5,none,0.75
2026-06-29T12:22:06,3011,person,17.22,-144.45,15.23,23.06,34.99,11.93,1.111,0.986,101,212,22,32,41.0,none,0.93
2026-06-29T12:22:07,3015,person,7.68,-175.46,13.21,23.35,32.34,8.99,0.749,0.973,12,218,34,53,60.8,partial,0.72
2026-06-29T12:22:07,3001,unknown,58.19,54.77,23.47,23.35,20.35,-3.0,0.788,0.642,667,189,4,6,74.4,none,0.54
2026-06-29T12:22:07,3014,vehicle,42.58,148.15,5.79,23.35,34.84,11.49,6.927,0.836,933,239,56,58,60.7,partial,0.8
2026-06-29T12:22:07,3008,person,88.35,-59.07,19.13,23.35,29.32,5.97,1.15,0.97,343,201,4,6,35.8,none,0.57
2026-06-29T12:22:07,3003,person,72.97,21.78,13.08,23.35,31.06,7.71,0.94,0.937,573,218,4,4,56.8,none,0.62
2026-06-29T12:22:07,3002,person,6.06,-132.43,15.49,23.35,31.17,7.82,0.402,0.951,135,211,23,24,56.1,none,0.8
2026-06-29T12:22:07,3013,drone,63.66,-30.16,4.41,23.35,32.39,9.04,0.167,0.779,426,243,4,4,62.7,none,0.77
2026-06-29T12:22:07,3010,vehicle,36.63,-2.78,22.39,23.35,43.77,20.42,5.875,0.9,504,192,56,71,81.8,heavy,0.69
2026-06-29T12:22:08,3007,drone,6.01,138.53,3.77,23.07,28.85,5.78,0.156,0.785,906,245,9,15,44.1,partial,0.62
2026-06-29T12:22:08,3001,bicycle,60.89,17.93,21.56,23.07,20.07,-3.0,1.024,0.864,563,194,5,4,45.8,partial,0.35
2026-06-29T12:22:08,3002,bicycle,54.49,-150.39,11.0,23.07,20.07,-3.0,0.947,0.839,84,224,6,10,54.6,none,0.6
2026-06-29T12:22:09,3003,person,46.62,56.21,23.59,23.29,32.89,9.6,0.719,0.94,671,188,5,5,80.2,none,0.78
2026-06-29T12:22:09,3015,person,22.07,-1.41,-3.26,23.29,34.03,10.74,0.256,0.969,507,265,4,4,68.0,none,0.89
2026-06-29T12:22:09,3010,unknown,48.61,152.66,10.22,23.29,23.23,-0.06,2.231,0.66,946,226,16,13,35.3,partial,0.4
2026-06-29T12:22:09,3001,drone,51.46,-5.03,18.15,23.29,39.6,16.31,0.118,0.813,497,204,4,5,88.1,partial,0.76
2026-06-29T12:22:09,3008,person,47.56,-157.81,12.28,23.29,32.01,8.72,0.388,0.96,63,221,4,5,35.2,partial,0.61
2026-06-29T12:22:09,3011,animal,67.53,76.3,14.93,23.29,28.75,5.46,0.446,0.988,729,213,4,6,78.8,none,0.58
2026-06-29T12:22:09,3012,unknown,52.79,42.81,18.55,23.29,20.3,-2.99,2.936,0.962,633,203,19,19,41.2,none,0.61
2026-06-29T12:22:10,3003,person,63.85,8.98,4.09,23.27,31.78,8.51,0.63,0.93,537,244,4,4,44.0,none,0.67
2026-06-29T12:22:10,3010,animal,37.61,107.79,14.38,23.27,31.43,8.16,0.384,0.947,818,215,4,5,54.8,none,0.73
2026-06-29T12:22:10,3012,bicycle,67.22,112.56,-6.44,23.27,23.25,-0.02,0.779,0.723,832,274,4,6,43.3,partial,0.35
2026-06-29T12:22:10,3011,person,22.9,-137.51,10.03,23.27,33.52,10.25,0.392,0.958,120,227,5,7,48.5,heavy,0.55
2026-06-29T12:22:10,3004,person,61.51,-66.17,8.47,23.27,32.81,9.54,1.133,0.936,323,231,6,7,47.3,partial,0.64
2026-06-29T12:22:10,3002,bicycle,33.22,-71.22,23.47,23.27,23.22,-0.05,1.238,0.887,309,189,13,11,44.7,none,0.55
2026-06-29T12:22:11,3004,person,78.42,-22.45,-2.54,23.12,31.79,8.67,0.946,0.948,448,263,4,7,75.2,heavy,0.42
2026-06-29T12:22:11,3012,unknown,14.26,144.29,1.86,23.12,25.34,2.22,0.297,0.758,922,250,7,11,58.0,none,0.62
2026-06-29T12:22:11,3011,vehicle,88.93,136.99,1.85,23.12,26.41,3.29,5.675,0.767,901,250,22,26,89.5,none,0.51
2026-06-29T12:22:11,3013,person,54.64,83.4,-1.17,23.12,31.39,8.27,0.907,0.98,749,259,5,7,88.7,none,0.85
2026-06-29T12:22:11,3010,person,6.6,-174.24,18.46,23.12,36.44,13.32,0.287,0.954,16,203,15,26,54.7,none,0.88
2026-06-29T12:22:11,3006,unknown,68.4,-112.53,13.17,23.12,24.87,1.75,0.055,0.879,191,218,4,6,60.4,none,0.52
2026-06-29T12:22:11,3001,person,53.4,119.89,3.12,23.12,31.88,8.76,0.404,0.985,853,247,4,5,66.4,partial,0.62
2026-06-29T12:22:11,3002,unknown,88.03,38.1,-1.78,23.12,23.75,0.63,2.951,0.827,620,261,11,14,70.0,partial,0.41
2026-06-29T12:22:12,3010,person,23.88,-32.22,10.23,23.23,33.7,10.47,0.513,0.964,420,226,7,6,54.6,none,0.79
2026-06-29T12:22:12,3003,person,41.95,-84.77,-6.4,23.23,32.14,8.91,0.796,0.952,270,274,6,4,44.7,partial,0.68
2026-06-29T12:22:12,3009,unknown,21.27,40.92,20.73,23.23,22.36,-0.87,1.242,0.716,628,197,20,31,81.0,none,0.58
2026-06-29T12:22:12,3005,unknown,12.81,39.97,1.41,23.23,20.23,-3.0,1.949,0.947,625,251,53,50,51.7,none,0.53
2026-06-29T12:22:12,3008,person,3.67,-86.96,15.26,23.23,33.75,10.52,0.469,0.971,264,212,44,61,76.0,none,0.92
2026-06-29T12:22:13,3006,unknown,58.21,-34.82,-7.21,23.05,24.8,1.75,0.243,0.916,412,276,4,5,58.4,none,0.67
2026-06-29T12:22:13,3015,person,72.35,175.9,-7.05,23.05,32.45,9.4,0.336,0.945,1012,276,4,4,89.6,partial,0.6
2026-06-29T12:22:13,3001,vehicle,77.38,-169.45,14.22,23.05,35.5,12.45,7.92,0.832,30,215,35,33,89.9,none,0.76
2026-06-29T12:22:13,3010,person,43.39,30.35,2.92,23.05,33.96,10.91,0.837,0.98,598,247,6,8,70.0,none,0.83
2026-06-29T12:22:13,3007,animal,54.4,-114.56,-0.12,23.05,29.46,6.41,0.346,0.976,186,256,4,6,86.6,none,0.76
2026-06-29T12:22:13,3005,vehicle,3.63,-7.3,23.56,23.05,25.02,1.97,1.687,0.778,491,188,162,219,70.1,none,0.64
2026-06-29T12:22:14,3007,unknown,82.46,8.84,-4.47,23.28,21.69,-1.59,1.593,0.834,537,268,6,6,67.0,none,0.4
2026-06-29T12:22:14,3012,person,88.16,-150.61,17.32,23.28,30.25,6.97,1.139,0.931,83,206,4,5,69.5,partial,0.49
2026-06-29T12:22:14,3003,unknown,71.67,-47.49,1.81,23.28,24.89,1.61,1.545,0.692,376,250,7,7,76.4,none,0.56
2026-06-29T12:22:14,3004,person,47.75,65.83,16.38,23.28,31.99,8.71,0.399,0.951,699,209,4,5,67.5,none,0.86
2026-06-29T12:22:14,3011,vehicle,3.55,14.08,17.88,23.28,38.13,14.85,1.932,0.925,552,205,190,220,64.9,none,0.93
2026-06-29T12:22:14,3005,unknown,64.43,121.28,2.42,23.28,32.97,9.69,0.167,0.865,856,249,4,6,82.3,partial,0.68
2026-06-29T12:22:15,3007,bicycle,63.86,-132.84,6.16,22.87,22.71,-0.16,1.486,0.723,134,238,8,11,37.7,heavy,0.35
2026-06-29T12:22:15,3009,person,28.97,161.68,14.39,22.87,31.15,8.28,0.736,0.972,971,215,8,13,58.7,none,0.74
2026-06-29T12:22:15,3010,person,69.67,123.99,5.74,22.87,29.29,6.42,1.174,0.966,864,239,5,4,35.3,none,0.64
2026-06-29T12:22:15,3003,drone,82.23,64.07,20.74,22.87,28.03,5.16,0.318,0.787,694,197,4,4,85.0,none,0.58
2026-06-29T12:22:15,3004,animal,57.84,156.43,7.07,22.87,31.24,8.37,0.693,0.973,956,235,4,4,40.9,none,0.78
2026-06-29T12:22:15,3015,drone,49.27,2.66,13.92,22.87,42.12,19.25,0.228,0.79,519,216,4,6,59.9,heavy,0.59
2026-06-29T12:22:15,3006,vehicle,72.47,6.57,14.2,22.87,49.91,27.04,2.096,0.864,530,215,10,8,66.0,none,0.75
2026-06-29T12:22:15,3011,bicycle,55.72,136.45,0.16,22.87,27.23,4.36,1.103,0.797,900,255,6,5,48.2,none,0.63
2026-06-29T12:22:15,3008,bicycle,85.66,-139.49,14.7,22.87,19.87,-3.0,1.223,0.79,115,214,4,4,73.3,partial,0.37
2026-06-29T12:22:16,3001,unknown,60.59,120.37,10.56,23.07,34.95,11.88,2.867,0.731,854,225,16,21,46.7,none,0.86
2026-06-29T12:22:16,3002,person,39.69,52.07,3.31,23.07,30.35,7.28,0.576,0.97,660,246,5,7,78.6,none,0.72
2026-06-29T12:22:16,3015,person,45.81,-51.18,-6.66,23.07,34.92,11.85,1.183,0.954,366,274,9,14,86.0,none,0.96
2026-06-29T12:22:16,3006,animal,68.03,-161.15,-3.44,23.07,25.0,1.93,0.3,0.986,53,265,4,5,74.5,partial,0.42
2026-06-29T12:22:16,3008,vehicle,11.4,42.88,20.15,23.07,31.93,8.86,6.954,0.825,633,198,213,220,77.5,none,0.73
2026-06-29T12:22:16,3012,person,63.05,-151.09,17.06,23.07,32.24,9.17,0.504,0.988,82,207,4,6,75.4,none,0.67
2026-06-29T12:22:16,3004,person,47.78,50.52,-7.29,23.07,30.73,7.66,0.671,0.967,655,276,4,4,62.5,partial,0.61
2026-06-29T12:22:16,3013,unknown,27.95,-166.93,13.16,23.07,26.57,3.5,2.406,0.697,37,218,30,22,85.4,partial,0.58
2026-06-29T12:22:17,3003,vehicle,27.65,37.67,22.58,23.19,49.73,26.54,5.619,0.828,619,191,71,81,71.9,none,0.97
2026-06-29T12:22:17,3015,unknown,63.39,-50.87,6.8,23.19,25.6,2.41,0.877,0.827,367,236,4,4,68.1,none,0.5
2026-06-29T12:22:17,3011,animal,71.2,-84.43,-3.06,23.19,31.71,8.52,0.755,0.942,271,264,4,5,38.6,none,0.71
2026-06-29T12:22:17,3005,bicycle,41.66,15.21,9.95,23.19,21.51,-1.68,0.54,0.884,555,227,4,4,85.7,none,0.57
2026-06-29T12:22:17,3006,animal,68.9,-72.3,-1.38,23.19,29.05,5.86,0.545,0.935,306,259,4,6,70.9,heavy,0.35
2026-06-29T12:22:17,3007,vehicle,66.55,73.44,5.17,23.19,40.2,17.01,1.554,0.813,720,241,8,5,74.1,none,0.86
2026-06-29T12:22:17,3009,vehicle,1.85,-173.64,1.55,23.19,27.47,4.28,7.853,0.85,18,251,260,202,41.2,partial,0.63
2026-06-29T12:22:17,3010,unknown,89.75,50.58,4.69,23.19,21.88,-1.31,1.348,0.63,655,242,5,6,52.8,none,0.52
2026-06-29T12:22:18,3015,person,78.76,-172.97,8.93,22.94,33.53,10.59,0.64,0.975,19,230,4,5,56.5,partial,0.62
2026-06-29T12:22:18,3010,person,24.26,-81.24,7.72,22.94,32.13,9.19,0.252,0.954,280,234,4,7,45.2,none,0.81
2026-06-29T12:22:18,3011,person,50.22,146.52,-0.57,22.94,32.33,9.39,1.053,0.955,928,257,7,8,60.0,none,0.82
2026-06-29T12:22:18,3012,person,30.48,-134.15,3.73,22.94,35.8,12.86,0.953,0.982,130,245,10,11,52.5,none,0.9
2026-06-29T12:22:19,3004,unknown,39.22,109.04,3.43,23.26,24.68,1.42,0.151,0.605,822,246,4,4,60.1,none,0.53
2026-06-29T12:22:19,3005,person,54.87,36.59,-5.48,23.26,32.78,9.52,0.661,0.961,616,271,4,7,79.9,none,0.89
2026-06-29T12:22:19,3009,animal,3.53,-137.59,24.18,23.26,29.79,6.53,0.391,0.94,120,187,38,43,81.1,none,0.73
2026-06-29T12:22:19,3006,vehicle,32.01,50.87,6.51,23.26,36.76,13.5,3.051,0.813,656,237,33,27,86.6,partial,0.79
2026-06-29T12:22:19,3012,person,3.6,-61.32,20.22,23.26,33.02,9.76,0.431,0.946,337,198,41,63,39.0,partial,0.66
2026-06-29T12:22:19,3011,person,33.13,132.92,-1.16,23.26,32.51,9.25,0.944,0.966,890,259,9,14,40.9,partial,0.68
2026-06-29T12:22:19,3015,vehicle,17.58,-151.98,3.14,23.26,30.93,7.67,6.586,0.937,79,247,131,212,47.3,partial,0.6
2026-06-29T12:22:20,3001,person,7.31,15.47,15.55,22.91,33.82,10.91,0.742,0.943,556,211,35,37,43.0,none,0.87
2026-06-29T12:22:20,3002,person,21.14,-115.18,-2.12,22.91,37.49,14.58,0.839,0.981,184,262,13,16,57.9,none,0.97
2026-06-29T12:22:20,3013,vehicle,54.01,28.4,18.35,22.91,34.81,11.9,7.466,0.757,592,203,48,82,61.5,none,0.93
2026-06-29T12:22:20,3005,vehicle,28.59,-170.17,20.15,22.91,43.26,20.35,6.978,0.889,27,198,85,91,57.4,none,0.84
2026-06-29T12:22:20,3010,bicycle,10.23,-171.02,14.04,22.91,19.91,-3.0,0.91,0.762,25,216,31,34,64.1,none,0.61
2026-06-29T12:22:20,3014,person,12.33,-50.04,0.53,22.91,32.62,9.71,0.583,0.937,369,254,16,28,84.4,none,0.76
2026-06-29T12:22:20,3003,vehicle,40.85,44.79,24.61,22.91,26.12,3.21,3.071,0.915,639,185,26,34,36.6,heavy,0.35
2026-06-29T12:22:20,3007,person,85.82,-56.88,13.4,22.91,32.09,9.18,1.155,0.963,350,217,4,6,55.0,none,0.72
2026-06-29T12:22:21,3002,person,2.51,-59.07,-2.06,23.26,33.72,10.46,0.644,0.946,343,261,89,133,49.2,none,0.9
2026-06-29T12:22:21,3010,animal,21.0,-26.93,11.47,23.26,31.18,7.92,0.296,0.941,435,223,4,4,53.4,none,0.71
2026-06-29T12:22:21,3005,person,13.75,11.99,9.52,23.26,32.57,9.31,0.653,0.958,546,228,16,24,35.6,none,0.77
2026-06-29T12:22:21,3007,unknown,54.36,-84.04,19.9,23.26,20.26,-3.0,0.456,0.853,272,199,4,6,47.2,none,0.57
2026-06-29T12:22:21,3009,person,37.6,178.84,6.06,23.26,30.65,7.39,0.83,0.933,1020,238,7,5,38.7,none,0.69
2026-06-29T12:22:21,3012,person,28.78,65.86,19.35,23.26,34.88,11.62,1.147,0.986,699,200,13,21,60.4,partial,0.81
2026-06-29T12:22:22,3005,person,62.84,-102.33,20.73,22.88,30.97,8.09,0.98,0.963,220,197,5,6,54.5,partial,0.63
2026-06-29T12:22:22,3009,unknown,82.76,36.52,-2.56,22.88,19.88,-3.0,0.518,0.913,615,263,4,4,78.9,none,0.46
2026-06-29T12:22:22,3004,unknown,5.66,126.98,5.61,22.88,23.22,0.34,1.682,0.614,873,240,104,137,45.5,none,0.6
2026-06-29T12:22:23,3012,animal,21.5,-93.5,-3.92,22.86,30.41,7.55,0.478,0.965,246,267,7,12,65.7,partial,0.58
2026-06-29T12:22:23,3005,unknown,28.36,-61.3,-6.11,22.86,23.91,1.05,2.492,0.777,337,273,30,22,49.1,none,0.57
2026-06-29T12:22:23,3010,drone,80.49,-6.01,-0.35,22.86,38.56,15.7,0.318,0.754,494,256,4,4,87.4,partial,0.7
2026-06-29T12:22:23,3003,drone,10.99,5.09,-5.07,22.86,29.32,6.46,0.248,0.797,526,270,7,12,50.1,none,0.67
2026-06-29T12:22:23,3002,bicycle,43.28,100.71,-1.84,22.86,20.65,-2.21,0.648,0.768,798,261,5,5,46.1,none,0.49
2026-06-29T12:22:24,3015,bicycle,46.6,55.65,13.56,23.27,20.27,-3.0,1.238,0.805,670,217,9,15,73.1,heavy,0.35
2026-06-29T12:22:24,3007,bicycle,33.55,13.08,15.62,23.27,20.27,-3.0,0.324,0.801,549,211,4,6,89.9,partial,0.47
2026-06-29T12:22:24,3001,person,1.81,-40.61,-5.65,23.27,36.9,13.63,0.96,0.967,396,272,185,137,82.2,none,0.88
2026-06-29T12:22:25,3014,person,49.53,152.39,20.4,23.2,31.65,8.45,0.623,0.953,945,197,4,4,42.7,none,0.77
2026-06-29T12:22:25,3005,person,78.35,45.14,2.13,23.2,32.88,9.68,1.13,0.932,640,249,5,5,82.6,none,0.8
2026-06-29T12:22:26,3002,bicycle,16.76,-164.44,7.47,23.15,20.15,-3.0,1.091,0.724,44,234,22,38,88.9,partial,0.46
2026-06-29T12:22:26,3006,person,49.02,-100.69,16.98,23.15,33.2,10.05,0.901,0.934,225,207,6,10,83.7,none,0.78
2026-06-29T12:22:26,3009,vehicle,39.83,22.95,9.38,23.15,39.43,16.28,7.4,0.876,577,229,65,110,52.4,partial,0.8
2026-06-29T12:22:26,3008,animal,18.23,-142.96,-6.95,23.15,26.88,3.73,0.665,0.937,105,275,12,14,90.0,none,0.72
2026-06-29T12:22:26,3011,vehicle,26.96,172.6,-2.51,23.15,33.2,10.05,7.323,0.911,1002,263,95,157,81.5,none,0.85
2026-06-29T12:22:26,3010,unknown,60.44,25.13,15.57,23.15,32.69,9.54,1.687,0.846,583,211,9,11,69.2,none,0.75
2026-06-29T12:22:26,3013,unknown,69.69,178.46,23.01,23.15,30.91,7.76,1.93,0.637,1019,190,9,7,65.3,none,0.73
2026-06-29T12:22:26,3014,person,79.23,-150.58,1.15,23.15,31.56,8.41,0.348,0.961,83,252,4,5,63.1,none,0.74
2026-06-29T12:22:27,3004,unknown,16.11,126.19,16.41,23.03,22.56,-0.47,0.25,0.845,870,209,5,7,86.8,none,0.51
2026-06-29T12:22:27,3011,person,47.44,33.35,10.91,23.03,33.87,10.84,0.609,0.953,606,224,4,6,73.0,partial,0.69
2026-06-29T12:22:27,3007,vehicle,84.32,-34.11,-3.11,23.03,36.77,13.74,3.516,0.944,414,264,14,20,59.3,partial,0.75
2026-06-29T12:22:27,3014,drone,27.41,-179.76,11.76,23.03,34.96,11.93,0.142,0.804,0,222,4,5,60.5,none,0.89
2026-06-29T12:22:27,3010,unknown,54.41,79.74,0.5,23.03,29.65,6.62,2.516,0.775,738,254,16,27,63.2,none,0.72
2026-06-29T12:22:27,3003,person,27.14,62.47,-5.13,23.03,32.19,9.16,0.804,0.943,689,270,10,12,35.9,partial,0.77
2026-06-29T12:22:28,3008,person,31.44,85.67,13.79,22.96,33.18,10.22,1.15,0.963,755,216,12,14,89.2,heavy,0.64
2026-06-29T12:22:28,3003,person,54.11,-135.89,19.57,22.96,33.09,10.13,0.744,0.955,125,200,4,4,49.5,partial,0.77
2026-06-29T12:22:28,3009,vehicle,21.42,149.92,20.11,22.96,29.48,6.52,3.802,0.76,938,198,62,68,72.0,heavy,0.52
2026-06-29T12:22:28,3007,bicycle,38.99,173.56,-7.05,22.96,24.73,1.77,0.651,0.785,1005,276,5,5,59.8,none,0.67
2026-06-29T12:22:28,3004,person,87.77,-118.14,3.78,22.96,34.34,11.38,0.338,0.962,175,245,4,5,71.3,none,0.78
2026-06-29T12:22:28,3001,vehicle,75.44,-69.99,18.67,22.96,42.91,19.95,5.407,0.855,312,202,25,20,73.2,partial,0.67
2026-06-29T12:22:28,3010,person,49.58,-179.53,5.39,22.96,30.43,7.47,0.939,0.957,1,240,6,8,48.1,partial,0.63
2026-06-29T12:22:28,3011,person,15.57,3.73,22.57,22.96,33.0,10.04,0.294,0.934,522,191,6,9,46.8,none,0.9
2026-06-29T12:22:28,3006,unknown,16.28,-19.95,10.44,22.96,32.67,9.71,0.531,0.609,455,226,11,13,76.7,none,0.87
2026-06-29T12:22:29,3015,person,32.77,-79.95,12.73,23.12,34.38,11.26,0.773,0.932,284,219,8,11,39.6,none,0.86
2026-06-29T12:22:29,3013,person,61.03,152.75,16.75,23.12,30.73,7.61,0.885,0.97,946,208,5,8,58.7,none,0.75
2026-06-29T12:22:30,3011,bicycle,48.76,142.22,5.43,22.85,19.85,-3.0,1.09,0.899,916,240,7,9,45.9,none,0.52
2026-06-29T12:22:30,3004,unknown,3.64,-87.18,-4.8,22.85,22.22,-0.63,2.841,0.969,264,269,260,220,77.7,none,0.49
2026-06-29T12:22:30,3005,person,12.22,113.44,24.69,22.85,37.66,14.81,1.122,0.954,834,185,32,38,55.7,none,0.89
2026-06-29T12:22:30,3006,vehicle,55.81,-100.73,2.43,22.85,38.52,15.67,7.728,0.811,225,249,48,55,50.0,partial,0.72
2026-06-29T12:22:30,3015,unknown,11.88,-108.3,3.75,22.85,24.35,1.5,2.791,0.672,203,245,82,81,47.8,none,0.56
2026-06-29T12:22:30,3012,bicycle,88.11,130.52,18.48,22.85,23.53,0.68,1.409,0.713,883,203,5,4,86.2,none,0.5
2026-06-29T12:22:30,3007,person,62.11,-99.93,6.67,22.85,30.93,8.08,1.09,0.964,227,237,6,6,81.8,none,0.71
2026-06-29T12:22:31,3002,animal,9.25,178.66,-5.45,23.02,36.42,13.4,0.57,0.941,1020,271,21,29,56.6,none,0.92
2026-06-29T12:22:31,3009,unknown,33.64,46.49,23.01,23.02,30.01,6.99,0.318,0.89,644,190,4,5,41.7,partial,0.71
2026-06-29T12:22:31,3010,unknown,11.83,13.96,10.82,23.02,27.64,4.62,0.526,0.873,551,225,15,24,49.1,none,0.73
2026-06-29T12:22:31,3005,unknown,44.04,-115.08,19.85,23.02,20.28,-2.74,1.361,0.66,184,199,10,12,74.1,none,0.56
2026-06-29T12:22:31,3014,vehicle,69.14,-175.56,8.5,23.02,28.58,5.56,2.824,0.773,12,231,14,13,85.0,partial,0.43
2026-06-29T12:22:31,3015,vehicle,22.24,-148.56,1.08,23.02,48.19,25.17,7.292,0.759,89,252,114,149,64.8,partial,0.7
2026-06-29T12:22:31,3003,unknown,84.0,115.35,19.6,23.02,20.02,-3.0,1.608,0.833,840,200,6,4,47.4,partial,0.39
2026-06-29T12:22:31,3008,animal,54.32,-43.82,1.3,23.02,28.99,5.97,0.573,0.961,387,252,4,7,42.3,none,0.65
